date,zone,population,temperature,rainfall,industrial_index,water_demand,month,day,dayofweek,year,water_demand_lag_1,water_demand_lag_7,water_demand_lag_14,temperature_lag_1,demand_roll_mean_7,demand_roll_std_7,month_sin,month_cos,dow_sin,dow_cos,day_sin,day_cos,zone_encoded,isolation_anomaly,residual,abs_residual,residual_anomaly,anomaly,anomaly_score,predicted,actual
2025-11-07,Central Delhi,32000000.0,28.293842107163275,17.442552146257235,70.14655323037036,4815337201.690578,11,13,3,2025,4816430431.745454,4817650910.586179,4815415968.489536,28.333712029413057,4817101387.240462,1734745.0363541776,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,0,False,-277771.20447921753,277771.20447921753,False,False,0.10811674051310889,4817309314.972378,4817031543.767899
2025-11-08,Central Delhi,32000000.0,28.253972184913493,17.224268519834375,65.4465060595179,4814243971.635703,11,14,4,2025,4815337201.690578,4814824227.151035,4814824542.012133,28.293842107163275,4817018493.595415,1870263.2799342936,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488,0,False,-153137.5286207199,153137.5286207199,False,False,0.05960564010134432,4816846819.350486,4816693681.821865
2025-11-09,Central Delhi,32000000.0,28.214102262663708,17.005984893411515,60.74645888866543,4813150741.580828,11,15,5,2025,4814243971.635703,4817267174.530558,4814233115.534729,28.253972184913493,4816430431.745454,2361646.8364476566,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895,0,True,56788.36948299408,56788.36948299408,False,True,0.022103707326562687,4816299031.506349,4816355819.875832
2025-11-10,Central Delhi,32000000.0,33.450466859986086,20.52886492547293,63.67592310182155,4816323661.396833,11,16,6,2025,4813150741.580828,4819710121.91008,4813641689.057326,28.214102262663708,4815946651.672133,1874432.5762065288,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,0,True,225255.9416809082,225255.9416809082,False,True,0.08767625226456068,4815792701.856582,4816017957.798263
2025-11-11,Central Delhi,32000000.0,33.51264342301233,20.17188813131946,64.96847979965432,4816444798.476419,11,17,0,2025,4816323661.396833,4818616891.855205,4813050262.579923,33.450466859986086,4815636352.618021,1501385.6921088328,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.2993631229733582,-0.9541392564000488,0,False,1584274.9954223633,1584274.9954223633,False,False,0.6166465271395757,4815421263.27887,4817005538.274292
2025-11-12,Central Delhi,32000000.0,33.57481998603858,19.814911337165984,66.26103649748708,4816565935.556005,11,18,1,2025,4816444798.476419,4817523661.800329,4816763928.300623,33.51264342301233,4815499534.583117,1335172.163992975,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,0,False,1890418.4017124176,1890418.4017124176,False,False,0.7358065649113725,4816102700.299283,4817993118.700995
2025-11-13,Central Delhi,32000000.0,33.63699654906482,19.457934543012513,67.55359319531985,4816687072.635591,11,19,2,2025,4816565935.556005,4816430431.745454,4820477594.021322,33.57481998603858,4815536197.567423,1368111.6014005428,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.651372482722222,-0.7587581226927911,0,False,1425561.3330497742,1425561.3330497742,False,False,0.554870491416959,4817555137.827534,4818980699.1605835
2025-11-14,Central Delhi,32000000.0,33.69917311209106,19.100957748859038,68.84614989315261,4816808209.715176,11,20,3,2025,4816687072.635591,4815337201.690578,4817650910.586179,33.63699654906482,4815746341.570936,1443356.5136473621,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,0,False,1217844.9084777832,1217844.9084777832,False,False,0.4740211362152,4818750434.662367,4819968279.570845
2025-11-15,Central Delhi,32000000.0,33.7613496751173,18.743980954705567,70.13870659098538,4816929346.794762,11,21,4,2025,4816808209.715176,4814243971.635703,4814824227.151035,33.69917311209106,4816129966.593659,1329904.5695053053,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423,0,False,1412475.1596298218,1412475.1596298218,False,False,0.5497769669869982,4819543384.953012,4820955860.112642
2025-11-16,Central Delhi,32000000.0,33.82352623814355,18.387004160552095,71.43126328881814,4817050483.874348,11,22,5,2025,4816929346.794762,4813150741.580828,4817267174.530558,33.7613496751173,4816687072.635591,261686.0005814778,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213,0,False,-656113.7375202179,656113.7375202179,False,False,0.25537880659572415,4820340680.596411,4819684566.858891
2025-11-17,Central Delhi,32000000.0,33.88570280116979,18.03002736639862,72.72381998665091,4817171620.953933,11,23,6,2025,4817050483.874348,4816323661.396833,4819710121.91008,33.82352623814355,4816808209.715177,261686.00059407795,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355,0,False,-1369662.6720933914,1369662.6720933914,False,False,0.533113084874469,4819782936.474536,4818413273.802443
2025-11-18,Central Delhi,32000000.0,33.947879364196034,17.67305057224515,74.01637668448367,4817292758.033519,11,24,0,2025,4817171620.953933,4816444798.476419,4818616891.855205,33.88570280116979,4816929346.794762,261686.0006066781,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.9884683243281114,0.15142777750457667,0,False,-1040827.3083724976,1040827.3083724976,False,False,0.40512066839054334,4818182807.988599,4817141980.680226
2025-11-19,Central Delhi,32000000.0,34.01005592722228,17.316073778091674,75.30893338231644,4817413895.113104,11,25,1,2025,4817292758.033519,4816565935.556005,4817523661.800329,33.947879364196034,4817050483.874347,261686.0006188,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203,0,False,-1037304.3177881241,1037304.3177881241,False,False,0.40374941660958585,4816907991.810031,4815870687.492243
2025-11-20,Central Delhi,32000000.0,34.072232490248524,16.959096983938203,76.60149008014922,4817535032.19269,11,26,2,2025,4817413895.113104,4816687072.635591,4816430431.745454,34.01005592722228,4817171620.953933,261686.0006309219,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8486442574947509,0.5289640103269624,0,False,-1740374.5799713135,1740374.5799713135,False,False,0.6774050867193022,4816339768.949998,4814599394.370027
2025-11-21,Central Delhi,32000000.0,34.134409053274766,16.602120189784728,77.89404677798198,4817656169.272275,11,27,3,2025,4817535032.19269,4816808209.715176,4815337201.690578,34.072232490248524,4817292758.033518,261686.00064256552,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.72479278722912,0.6889669190756865,0,False,-2555577.514731407,2555577.514731407,False,False,0.9947060982774538,4815883678.894078,4813328101.379347
2025-11-22,Central Delhi,32000000.0,34.196585616301014,16.245143395631256,79.18660347581475,4817777306.351861,11,28,4,2025,4817656169.272275,4816929346.794762,4814243971.635703,34.134409053274766,4817413895.113104,261686.00065420914,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,0,False,1042851.1190443039,1042851.1190443039,False,False,0.40590839515891586,4815384667.110094,4816427518.229138
2025-11-23,Central Delhi,32000000.0,34.258762179327256,15.888166601477785,80.47916017364751,4817898443.431447,11,29,5,2025,4817777306.351861,4817050483.874348,4813150741.580828,34.196585616301014,4817535032.19269,261686.0006658528,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,0,False,3489125.6262893677,3489125.6262893677,True,True,1.358070541049874,4816037809.715712,4819526935.342001
2025-11-24,Central Delhi,32000000.0,34.3209387423535,15.53118980732431,81.77171687148028,4818019580.511032,11,30,6,2025,4817898443.431447,4817171620.953933,4816323661.396833,34.258762179327256,4817656169.272276,261686.00067714695,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.20129852008866114,0.9795299412524943,0,False,-744485.4278860092,744485.4278860092,False,False,0.2897756733764128,4818733488.503501,4817989003.075615
2025-11-25,Central Delhi,32000000.0,34.38311530537974,15.174213013170839,83.06427356931304,4818140717.590618,12,1,0,2025,4818019580.511032,4817292758.033519,4816444798.476419,34.3209387423535,4817777306.351861,261686.0006887906,-2.4492935982947064e-16,1.0,0.0,1.0,0.20129852008866006,0.9795299412524945,0,False,-2600914.1095666885,2600914.1095666885,True,True,1.0123524373526074,4819051984.885911,4816451070.776344
2025-11-26,Central Delhi,32000000.0,34.44529186840599,14.817236219017365,84.35683026714581,4818261854.670203,12,2,1,2025,4818140717.590618,4817413895.113104,4816565935.556005,34.38311530537974,4817898443.431447,261686.00070008475,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.39435585511331855,0.9189578116202306,0,False,-2189777.2872314453,2189777.2872314453,False,False,0.8523258672149912,4817102915.978051,4814913138.69082
2025-11-27,Central Delhi,32000000.0,34.50746843143223,14.460259424863892,85.64938696497858,4818382991.749789,12,3,2,2025,4818261854.670203,4817535032.19269,4816687072.635591,34.44529186840599,4818019580.511032,261686.0007117284,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763,0,False,-2135540.384505272,2135540.384505272,False,False,0.8312152659585561,4816658269.870396,4814522729.48589
2025-11-28,Central Delhi,32000000.0,33.41720130693674,14.68261036225502,82.81883139386706,4818045129.761274,12,4,3,2025,4818382991.749789,4817656169.272275,4816808209.715176,34.50746843143223,4818075146.295175,207303.93105635158,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866,0,False,-132111.55500984192,132111.55500984192,False,False,0.05142171139935803,4817446484.40987,4817314372.85486
2025-11-29,Central Delhi,32000000.0,32.32693418244125,14.904961299646146,79.98827582275553,4817707267.77276,12,5,4,2025,4818045129.761274,4817777306.351861,4816929346.794762,33.41720130693674,4818065140.7838745,225009.15633649196,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,0,False,-316046.3955669403,316046.3955669403,False,False,0.12301457310406991,4817346235.738762,4817030189.343195
2025-11-30,Central Delhi,32000000.0,31.236667057945763,15.127312237037273,77.15772025164401,4817369405.7842455,12,6,5,2025,4817707267.77276,4817898443.431447,4817050483.874348,32.32693418244125,4817989563.977132,346422.4129031459,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,0,False,-337927.97703266144,337927.97703266144,False,False,0.1315315296035073,4817083933.841447,4816746005.864414
2025-12-01,Central Delhi,32000000.0,30.146399933450272,15.3496631744284,74.32716468053249,4817031543.795731,12,7,6,2025,4817369405.7842455,4818019580.511032,4817171620.953933,31.236667057945763,4817848415.874946,499582.0081725181,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,0,False,-326449.56637477875,326449.56637477875,False,False,0.12706379383180294,4816788271.820472,4816461822.254097
2025-12-02,Central Delhi,32000000.0,29.056132808954786,15.572014111819527,71.49660910942097,4816693681.807216,12,8,0,2025,4817031543.795731,4818140717.590618,4817292758.033519,30.146399933450272,4817641696.477317,638531.2842735242,-2.4492935982947064e-16,1.0,0.0,1.0,0.9987165071710528,-0.05064916883871264,0,False,-398008.1628341675,398008.1628341675,False,False,0.1549165088725402,4816575646.93815,4816177638.775316
2025-12-03,Central Delhi,32000000.0,27.965865684459295,15.794365049210654,68.66605353830944,4816355819.818702,12,9,1,2025,4816693681.807216,4818261854.670203,4817413895.113104,29.056132808954786,4817369405.7842455,729865.313160328,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204,0,False,-543298.1965503693,543298.1965503693,False,False,0.2114676726401679,4816436753.493086,4815893455.2965355
2025-12-04,Central Delhi,32000000.0,26.875598559963805,16.01671598660178,65.83549796719792,4816017957.830187,12,10,2,2025,4816355819.818702,4818382991.749789,4817535032.19269,27.965865684459295,4817031543.795732,729865.3131485555,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344,0,False,-704358.9847278595,704358.9847278595,False,False,0.27415727891116404,4816313630.670946,4815609271.686218
2025-12-05,Central Delhi,32000000.0,26.932407872610554,13.90451134028237,69.67069947544732,4817005538.269461,12,11,3,2025,4816017957.830187,4818045129.761274,4817656169.272275,26.875598559963805,4816883030.7254715,579532.4416521789,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,0,False,-838194.6130781174,838194.6130781174,False,False,0.32625005047430256,4816163282.820516,4815325088.2074375
2025-12-06,Central Delhi,32000000.0,26.989217185257303,11.79230669396296,73.5059009836967,4817993118.708735,12,12,4,2025,4817005538.269461,4817707267.77276,4817777306.351861,26.932407872610554,4816923866.573468,652738.1762836374,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,0,False,-857280.4657049179,857280.4657049179,False,False,0.3336788269012616,4815898185.194362,4815040904.728657
2025-12-07,Central Delhi,32000000.0,27.046026497904048,9.680102047643551,77.3411024919461,4818980699.148009,12,13,5,2025,4817993118.708735,4817369405.7842455,4817898443.431447,26.989217185257303,4817154051.33972,1017968.7802835831,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,0,False,-806491.8411970139,806491.8411970139,False,False,0.31391039717063546,4815563213.091072,4814756721.249875
2025-12-08,Central Delhi,32000000.0,27.102835810550797,7.5678974013241405,81.17630400019549,4819968279.587284,12,14,6,2025,4818980699.148009,4817031543.795731,4818019580.511032,27.046026497904048,4817573585.024228,1465740.7438969072,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,0,False,-780646.8871021271,780646.8871021271,False,False,0.3038507792174752,4815253184.658196,4814472537.771094
2025-12-09,Central Delhi,32000000.0,27.159645123197546,5.455692755004729,85.01150550844488,4820955860.026558,12,15,0,2025,4819968279.587284,4816693681.807216,4818140717.590618,27.102835810550797,4818182467.626991,1869080.1624750246,-2.4492935982947064e-16,1.0,0.0,1.0,0.10116832198743272,-0.994869323391895,0,False,-850874.1434011459,850874.1434011459,False,False,0.33118529742451525,4815039228.435715,4814188354.292314
2025-12-10,Central Delhi,32000000.0,27.8437453375718,6.139337371446451,81.50209699210228,4819684566.901485,12,16,1,2025,4820955860.026558,4816355819.818702,4818261854.670203,27.159645123197546,4818658002.924532,1746305.0136001066,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952,0,False,-985735.4883527756,985735.4883527756,False,False,0.3836773081234685,4814889906.301886,4813904170.813533
2025-12-11,Central Delhi,32000000.0,28.527845551946054,6.822981987888173,77.99268847575969,4818413273.776413,12,17,2,2025,4819684566.901485,4816017957.830187,4818382991.749789,27.8437453375718,4819000190.916849,1327145.6278050093,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488,0,False,-78454.03484249115,78454.03484249115,False,False,0.030536622913001216,4814784845.7203455,4814706391.685503
2025-12-12,Central Delhi,32000000.0,29.211945766320305,7.506626604329895,74.48327995941709,4817141980.6513405,12,18,3,2025,4818413273.776413,4817005538.269461,4818045129.761274,28.527845551946054,4819019682.68569,1293544.2144329324,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,0,False,231920.86347675323,231920.86347675323,False,False,0.09027043628623617,4815276691.693996,4815508612.557473
2025-12-13,Central Delhi,32000000.0,29.89604598069456,8.190271220771617,70.9738714430745,4815870687.526267,12,19,4,2025,4817141980.6513405,4817993118.708735,4817707267.77276,29.211945766320305,4818716478.2310505,1744436.2095036549,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,0,False,198180.20658683777,198180.20658683777,False,False,0.0771375780673715,4816112653.091321,4816310833.297908
2025-12-14,Central Delhi,32000000.0,30.580146195068814,8.873915837213339,67.4644629267319,4814599394.401195,12,20,5,2025,4815870687.526267,4818980699.148009,4817369405.7842455,29.89604598069456,4818090577.552935,2323669.909540426,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,0,False,26046.269721984863,26046.269721984863,False,False,0.010137975929311906,4817087007.965924,4817113054.235646
2025-12-15,Central Delhi,32000000.0,31.264246409443068,9.55756045365506,63.9550544103893,4813328101.276122,12,21,6,2025,4814599394.401195,4819968279.587284,4817031543.795731,30.580146195068814,4817141980.65134,2746307.0317593,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,0,False,-1540714.792315483,1540714.792315483,False,False,0.5996916120869707,4818053008.406437,4816512293.614121
2025-12-16,Central Delhi,32000000.0,32.87946327382975,10.761279723842534,70.97696589629685,4816427518.294088,12,22,0,2025,4813328101.276122,4820955860.026558,4816693681.807216,31.264246409443068,4816495074.689559,2171350.70034973,-2.4492935982947064e-16,1.0,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,False,-807359.3201637268,807359.3201637268,False,False,0.31424804555474545,4816718892.37853,4815911533.058366
2025-12-17,Central Delhi,32000000.0,34.49468013821643,11.96499899403001,77.99887738220438,4819526935.312054,12,23,1,2025,4816427518.294088,4819684566.901485,4816355819.818702,32.87946327382975,4816472555.891068,2133242.9059121134,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,0,False,-846638.425784111,846638.425784111,False,False,0.3295366312737299,4816157410.796857,4815310772.371073
2025-12-18,Central Delhi,32000000.0,35.19344501292136,13.188493380748325,78.58227461497516,4817989003.072639,12,24,2,2025,4819526935.312054,4818413273.776413,4816017957.830187,34.49468013821643,4816411945.790529,2074120.810838324,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,0,False,-1317256.0907945633,1317256.0907945633,False,False,0.5127148986690717,4816027267.906112,4814710011.815317
2025-12-19,Central Delhi,32000000.0,35.89220988762629,14.411987767466638,79.16567184774593,4816451070.833226,12,25,3,2025,4817989003.072639,4817141980.6513405,4817005538.269461,35.19344501292136,4816313244.387941,2049888.1648577577,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.9377521321470804,0.3473052528448203,0,False,-1300960.37673378,1300960.37673378,False,False,0.5063721264155951,4815708069.84568,4814407109.468946
2025-12-20,Central Delhi,32000000.0,36.590974762331214,15.635482154184952,79.7490690805167,4814913138.593812,12,26,4,2025,4816451070.833226,4815870687.526267,4817993118.708735,35.89220988762629,4816176451.683305,2115250.2957156273,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.8486442574947509,0.5289640103269624,0,False,-1644555.9707069397,1644555.9707069397,False,False,0.6401096595939957,4815748762.830211,4814104206.859504
2025-12-21,Central Delhi,32000000.0,31.847224571735445,15.305619355421907,72.97735996708359,4814522729.391512,12,27,5,2025,4814913138.593812,4814599394.401195,4818980699.148009,36.590974762331214,4816165499.539064,2124952.9791746233,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.72479278722912,0.6889669190756865,0,False,-1670032.6244068146,1670032.6244068146,False,False,0.6500259241772016,4815471337.13754,4813801304.513133
2025-12-22,Central Delhi,32000000.0,27.10347438113968,14.975756556658864,66.20565085365047,4814132320.189212,12,28,6,2025,4814522729.391512,4813328101.276122,4819968279.587284,31.847224571735445,4816280387.95522,1961425.710684446,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.5712682150947924,0.8207634412072763,0,False,-1644065.868109703,1644065.868109703,False,False,0.6399188972166299,4815142467.7718,4813498401.90369
2025-12-23,Central Delhi,32000000.0,27.50113425071347,12.41889847160983,65.35667875066112,4812829442.506922,12,29,0,2025,4814132320.189212,4816427518.294088,4820955860.026558,27.10347438113968,4815766377.128483,2349506.0527530774,-2.4492935982947064e-16,1.0,0.0,1.0,-0.3943558551133187,0.9189578116202306,0,True,-986702.8030347824,986702.8030347824,False,True,0.38405381551078077,4815057365.914824,4814070663.111789
2025-12-24,Central Delhi,32000000.0,27.898794120287263,9.8620403865608,64.50770664767177,4811526564.824631,12,30,1,2025,4812829442.506922,4819526935.312054,4819684566.901485,27.50113425071347,4814623467.058851,2152966.1198836663,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.20129852008866114,0.9795299412524943,0,False,-505035.6000213623,505035.6000213623,False,False,0.1965747422227029,4815147959.656837,4814642924.056816
2025-12-25,Central Delhi,32000000.0,28.296453989861053,7.305182301511767,63.65873454468242,4810223687.142341,12,31,2,2025,4811526564.824631,4817989003.072639,4818413273.776413,27.898794120287263,4813514136.211665,2130277.948761073,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,False,-368099.67155742645,368099.67155742645,False,False,0.14327524246924775,4815583284.6734,4815215185.0018425
2025-12-26,Central Delhi,32000000.0,28.2382970562252,5.1437551870749365,62.850230229224834,4811489837.339584,1,1,3,2026,4810223687.142341,4816451070.833226,4817141980.6513405,28.296453989861053,4812805388.569716,1788129.527656712,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.20129852008866006,0.9795299412524945,0,True,-223030.09193515778,223030.09193515778,False,True,0.08680988593319938,4816010476.301876,4815787446.209941
2025-12-27,Central Delhi,32000000.0,28.18014012258935,2.982328072638106,62.04172591376725,4812755987.536828,1,2,4,2026,4811489837.339584,4814913138.593812,4815870687.526267,28.2382970562252,4812497224.133004,1531857.0594529123,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306,0,True,-112278.8746805191,112278.8746805191,False,True,0.04370224761669202,4816471986.161184,4816359707.286504
2025-07-26,East Delhi,32000000.0,35.61189410218376,15.115690144933794,68.79709555014193,4813740201.200425,8,1,4,2025,4818881099.599468,4818919101.342647,4817299663.559364,33.123193150611456,4818262121.255861,1996100.6048194089,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,1,False,-86886.33816051483,86886.33816051483,False,False,0.0307645909930186,4817018854.635459,4816931968.297298
2025-07-27,East Delhi,32000000.0,30.715554786833312,4.999033668032033,79.25775074405237,4818713764.187401,8,2,5,2025,4813740201.200425,4819150449.597402,4817531011.814118,35.61189410218376,4818199737.625862,1970368.7396673982,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,1,False,-174458.10966300964,174458.10966300964,False,False,0.06177187924852322,4817678687.450641,4817504229.340978
2025-07-28,East Delhi,32000000.0,30.536887418551586,9.612055862174003,72.05360500138568,4818403510.311398,8,3,6,2025,4818713764.187401,4819096579.597815,4817762360.068873,30.715554786833312,4818100727.727803,1934885.6506642546,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,1,False,-234633.0177230835,234633.0177230835,False,False,0.08307852507690003,4818311123.385937,4818076490.368214
2025-07-29,East Delhi,32000000.0,30.358220050269864,14.225078056315972,64.84945925871897,4818093256.435394,8,4,0,2025,4818403510.311398,4819042709.598228,4817993708.323628,30.536887418551586,4817965091.561684,1890618.9760663677,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.72479278722912,0.6889669190756866,1,False,-107913.72578144073,107913.72578144073,False,False,0.038209938483833084,4818756665.121232,4818648751.395451
2025-07-30,East Delhi,32000000.0,32.16313923011833,13.812562026175337,65.51385584597236,4818070622.058874,8,5,1,2025,4818093256.435394,4818988839.598641,4818225056.5783825,30.358220050269864,4817833917.627431,1838897.8180537615,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,1,False,-24690.726963043213,24690.726963043213,False,False,0.008742457472831075,4819245703.264745,4819221012.537782
2025-07-31,East Delhi,32000000.0,33.96805840996681,13.400045996034702,66.17825243322574,4818047987.682353,8,6,2,2025,4818070622.058874,4818934969.599055,4818456404.8331375,32.16313923011833,4817707205.925045,1779999.563062516,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.9377521321470804,0.3473052528448203,1,False,28329.2717962265,28329.2717962265,False,False,0.010030788250402213,4819764944.211012,4819793273.482808
2025-08-01,East Delhi,32000000.0,35.772977589815284,12.987529965894067,66.84264902047913,4818025353.305832,8,7,3,2025,4818047987.682353,4818881099.599468,4818687753.087893,33.96805840996681,4817584956.454526,1714106.5472904542,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767,1,False,46973.82162857056,46973.82162857056,False,False,0.016632423927363967,4820318560.737742,4820365534.559371
2025-08-02,East Delhi,32000000.0,37.57789676966375,12.575013935753432,67.50704560773252,4818002718.929312,8,8,4,2025,4818025353.305832,4813740201.200425,4818919101.342647,35.772977589815284,4818193887.558652,266386.4445722144,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264,1,True,-2153425.709379196,2153425.709379196,False,True,0.7624819112587327,4820894020.897846,4818740595.188467
2025-08-03,East Delhi,32000000.0,28.90488118862283,16.1647721576572,72.84678430278674,4811704439.333734,8,9,5,2025,4818002718.929312,4818713764.187401,4819150449.597402,37.57789676966375,4817192555.436699,2423832.1879768483,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204,1,False,-4062531.985546112,4062531.985546112,True,True,1.438455545226091,4821178187.803109,4817115655.817563
2025-08-04,East Delhi,32000000.0,34.30824750860612,4.957809921411045,83.00451885716733,4820939030.062827,8,10,6,2025,4811704439.333734,4818403510.311398,4819096579.597815,28.90488118862283,4817554772.544046,2795860.828631977,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,1,True,-3047104.3823976517,3047104.3823976517,True,True,1.0789143842650675,4820036469.205207,4816989364.822809
2025-08-05,East Delhi,32000000.0,34.36055590438134,5.599752673927833,82.40311445197473,4820703930.817015,8,11,0,2025,4820939030.062827,4818093256.435394,4819042709.598228,34.30824750860612,4817927726.027136,3042876.913425612,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.7907757369376989,-0.6121059825476626,1,False,-383989.46596717834,383989.46596717834,False,False,0.13596244376513933,4817247063.294023,4816863073.828055
2025-08-06,East Delhi,32000000.0,34.41286430015656,6.241695426444622,81.80171004678215,4820468831.571203,8,12,1,2025,4820703930.817015,4818070622.058874,4818988839.598641,34.36055590438134,4818270327.386039,3192954.9462802554,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791,1,False,125962.41818714142,125962.41818714142,False,False,0.044600593810961583,4816610820.415114,4816736782.833302
2025-08-07,East Delhi,32000000.0,34.46517269593179,6.88363817896141,81.20030564158955,4820233732.325391,8,13,2,2025,4820468831.571203,4818047987.682353,4818934969.599055,34.41286430015656,4818582576.620759,3273448.6059242794,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821,1,False,366116.9000711441,366116.9000711441,False,False,0.12963415106195875,4816244374.938476,4816610491.838547
